timestamp_saved,timestamp,type,region_name,totalClients,totalClientsWithoutService,totalClientsWithService,percentageClientsWithoutService,percentageClientsWithService
07/21/2023 07:57 AM,07/21/2023 03:55 AM,region,Ponce,212508,155,212353,0.07,99.93
07/21/2023 07:57 AM,07/21/2023 03:55 AM,region,San Juan,253068,24,253044,0.01,99.99
07/21/2023 08:05 AM,07/21/2023 04:05 AM,totals,,1468223,1207,1467016,0.08,99.92
07/21/2023 08:05 AM,07/21/2023 04:05 AM,region,Arecibo,177369,473,176896,0.27,99.73
07/21/2023 08:05 AM,07/21/2023 04:05 AM,region,Bayamon,216496,372,216124,0.17,99.83
07/21/2023 08:05 AM,07/21/2023 04:05 AM,region,Carolina,141663,11,141652,0.01,99.99
07/21/2023 08:05 AM,07/21/2023 04:05 AM,region,Caguas,250514,143,250371,0.06,99.94
07/21/2023 08:05 AM,07/21/2023 04:05 AM,region,Mayaguez,216605,29,216576,0.01,99.99
07/21/2023 08:05 AM,07/21/2023 04:05 AM,region,Ponce,212508,155,212353,0.07,99.93
07/21/2023 08:05 AM,07/21/2023 04:05 AM,region,San Juan,253068,24,253044,0.01,99.99
07/21/2023 08:14 AM,07/21/2023 04:10 AM,totals,,1468223,1208,1467015,0.08,99.92
07/21/2023 08:14 AM,07/21/2023 04:10 AM,region,Arecibo,177369,473,176896,0.27,99.73
07/21/2023 08:14 AM,07/21/2023 04:10 AM,region,Bayamon,216496,373,216123,0.17,99.83
07/21/2023 08:14 AM,07/21/2023 04:10 AM,region,Carolina,141663,11,141652,0.01,99.99
07/21/2023 08:14 AM,07/21/2023 04:10 AM,region,Caguas,250514,143,250371,0.06,99.94
07/21/2023 08:14 AM,07/21/2023 04:10 AM,region,Mayaguez,216605,29,216576,0.01,99.99
07/21/2023 08:14 AM,07/21/2023 04:10 AM,region,Ponce,212508,155,212353,0.07,99.93
07/21/2023 08:14 AM,07/21/2023 04:10 AM,region,San Juan,253068,24,253044,0.01,99.99
07/21/2023 08:24 AM,07/21/2023 04:20 AM,totals,,1468223,1208,1467015,0.08,99.92
07/21/2023 08:24 AM,07/21/2023 04:20 AM,region,Arecibo,177369,473,176896,0.27,99.73
07/21/2023 08:24 AM,07/21/2023 04:20 AM,region,Bayamon,216496,373,216123,0.17,99.83
07/21/2023 08:24 AM,07/21/2023 04:20 AM,region,Carolina,141663,11,141652,0.01,99.99
07/21/2023 08:24 AM,07/21/2023 04:20 AM,region,Caguas,250514,143,250371,0.06,99.94
07/21/2023 08:24 AM,07/21/2023 04:20 AM,region,Mayaguez,216605,29,216576,0.01,99.99
07/21/2023 08:24 AM,07/21/2023 04:20 AM,region,Ponce,212508,155,212353,0.07,99.93
07/21/2023 08:24 AM,07/21/2023 04:20 AM,region,San Juan,253068,24,253044,0.01,99.99
07/21/2023 08:31 AM,07/21/2023 04:30 AM,totals,,1468223,1207,1467016,0.08,99.92
07/21/2023 08:31 AM,07/21/2023 04:30 AM,region,Arecibo,177369,473,176896,0.27,99.73
07/21/2023 08:31 AM,07/21/2023 04:30 AM,region,Bayamon,216496,373,216123,0.17,99.83
07/21/2023 08:31 AM,07/21/2023 04:30 AM,region,Carolina,141663,11,141652,0.01,99.99
07/21/2023 08:31 AM,07/21/2023 04:30 AM,region,Caguas,250514,143,250371,0.06,99.94
07/21/2023 08:31 AM,07/21/2023 04:30 AM,region,Mayaguez,216605,29,216576,0.01,99.99
07/21/2023 08:31 AM,07/21/2023 04:30 AM,region,Ponce,212508,155,212353,0.07,99.93
07/21/2023 08:31 AM,07/21/2023 04:30 AM,region,San Juan,253068,23,253045,0.01,99.99
07/21/2023 08:37 AM,07/21/2023 04:35 AM,totals,,1468223,1207,1467016,0.08,99.92
07/21/2023 08:37 AM,07/21/2023 04:35 AM,region,Arecibo,177369,473,176896,0.27,99.73
07/21/2023 08:37 AM,07/21/2023 04:35 AM,region,Bayamon,216496,373,216123,0.17,99.83
07/21/2023 08:37 AM,07/21/2023 04:35 AM,region,Carolina,141663,11,141652,0.01,99.99
07/21/2023 08:37 AM,07/21/2023 04:35 AM,region,Caguas,250514,143,250371,0.06,99.94
07/21/2023 08:37 AM,07/21/2023 04:35 AM,region,Mayaguez,216605,29,216576,0.01,99.99
07/21/2023 08:37 AM,07/21/2023 04:35 AM,region,Ponce,212508,155,212353,0.07,99.93
07/21/2023 08:37 AM,07/21/2023 04:35 AM,region,San Juan,253068,23,253045,0.01,99.99
07/21/2023 08:43 AM,07/21/2023 04:40 AM,totals,,1468223,1207,1467016,0.08,99.92
07/21/2023 08:43 AM,07/21/2023 04:40 AM,region,Arecibo,177369,473,176896,0.27,99.73
07/21/2023 08:43 AM,07/21/2023 04:40 AM,region,Bayamon,216496,373,216123,0.17,99.83
07/21/2023 08:43 AM,07/21/2023 04:40 AM,region,Carolina,141663,11,141652,0.01,99.99
07/21/2023 08:43 AM,07/21/2023 04:40 AM,region,Caguas,250514,143,250371,0.06,99.94
07/21/2023 08:43 AM,07/21/2023 04:40 AM,region,Mayaguez,216605,29,216576,0.01,99.99
07/21/2023 08:43 AM,07/21/2023 04:40 AM,region,Ponce,212508,155,212353,0.07,99.93
07/21/2023 08:43 AM,07/21/2023 04:40 AM,region,San Juan,253068,23,253045,0.01,99.99
07/21/2023 08:49 AM,07/21/2023 04:45 AM,totals,,1468223,856,1467367,0.06,99.94
07/21/2023 08:49 AM,07/21/2023 04:45 AM,region,Arecibo,177369,473,176896,0.27,99.73
07/21/2023 08:49 AM,07/21/2023 04:45 AM,region,Bayamon,216496,22,216474,0.01,99.99
07/21/2023 08:49 AM,07/21/2023 04:45 AM,region,Carolina,141663,11,141652,0.01,99.99
07/21/2023 08:49 AM,07/21/2023 04:45 AM,region,Caguas,250514,143,250371,0.06,99.94
07/21/2023 08:49 AM,07/21/2023 04:45 AM,region,Mayaguez,216605,29,216576,0.01,99.99
07/21/2023 08:49 AM,07/21/2023 04:45 AM,region,Ponce,212508,155,212353,0.07,99.93
07/21/2023 08:49 AM,07/21/2023 04:45 AM,region,San Juan,253068,23,253045,0.01,99.99
07/21/2023 08:55 AM,07/21/2023 04:55 AM,totals,,1468223,703,1467520,0.05,99.95
07/21/2023 08:55 AM,07/21/2023 04:55 AM,region,Arecibo,177369,473,176896,0.27,99.73
07/21/2023 08:55 AM,07/21/2023 04:55 AM,region,Bayamon,216496,21,216475,0.01,99.99
07/21/2023 08:55 AM,07/21/2023 04:55 AM,region,Carolina,141663,11,141652,0.01,99.99
07/21/2023 08:55 AM,07/21/2023 04:55 AM,region,Caguas,250514,143,250371,0.06,99.94
07/21/2023 08:55 AM,07/21/2023 04:55 AM,region,Mayaguez,216605,29,216576,0.01,99.99
07/21/2023 08:55 AM,07/21/2023 04:55 AM,region,Ponce,212508,3,212505,0.0,100.0
07/21/2023 08:55 AM,07/21/2023 04:55 AM,region,San Juan,253068,23,253045,0.01,99.99
07/21/2023 09:01 AM,07/21/2023 05:00 AM,totals,,1468223,703,1467520,0.05,99.95
07/21/2023 09:01 AM,07/21/2023 05:00 AM,region,Arecibo,177369,473,176896,0.27,99.73
07/21/2023 09:01 AM,07/21/2023 05:00 AM,region,Bayamon,216496,21,216475,0.01,99.99
07/21/2023 09:01 AM,07/21/2023 05:00 AM,region,Carolina,141663,11,141652,0.01,99.99
07/21/2023 09:01 AM,07/21/2023 05:00 AM,region,Caguas,250514,143,250371,0.06,99.94
07/21/2023 09:01 AM,07/21/2023 05:00 AM,region,Mayaguez,216605,29,216576,0.01,99.99
07/21/2023 09:01 AM,07/21/2023 05:00 AM,region,Ponce,212508,3,212505,0.0,100.0
07/21/2023 09:01 AM,07/21/2023 05:00 AM,region,San Juan,253068,23,253045,0.01,99.99
07/21/2023 09:09 AM,07/21/2023 05:05 AM,totals,,1468223,703,1467520,0.05,99.95
07/21/2023 09:09 AM,07/21/2023 05:05 AM,region,Arecibo,177369,473,176896,0.27,99.73
07/21/2023 09:09 AM,07/21/2023 05:05 AM,region,Bayamon,216496,21,216475,0.01,99.99
07/21/2023 09:09 AM,07/21/2023 05:05 AM,region,Carolina,141663,11,141652,0.01,99.99
07/21/2023 09:09 AM,07/21/2023 05:05 AM,region,Caguas,250514,143,250371,0.06,99.94
07/21/2023 09:09 AM,07/21/2023 05:05 AM,region,Mayaguez,216605,29,216576,0.01,99.99
07/21/2023 09:09 AM,07/21/2023 05:05 AM,region,Ponce,212508,3,212505,0.0,100.0
07/21/2023 09:09 AM,07/21/2023 05:05 AM,region,San Juan,253068,23,253045,0.01,99.99
07/21/2023 09:17 AM,07/21/2023 05:15 AM,totals,,1468223,706,1467517,0.05,99.95
07/21/2023 09:17 AM,07/21/2023 05:15 AM,region,Arecibo,177369,473,176896,0.27,99.73
07/21/2023 09:17 AM,07/21/2023 05:15 AM,region,Bayamon,216496,21,216475,0.01,99.99
07/21/2023 09:17 AM,07/21/2023 05:15 AM,region,Carolina,141663,12,141651,0.01,99.99
07/21/2023 09:17 AM,07/21/2023 05:15 AM,region,Caguas,250514,144,250370,0.06,99.94
07/21/2023 09:17 AM,07/21/2023 05:15 AM,region,Mayaguez,216605,30,216575,0.01,99.99
07/21/2023 09:17 AM,07/21/2023 05:15 AM,region,Ponce,212508,3,212505,0.0,100.0
07/21/2023 09:17 AM,07/21/2023 05:15 AM,region,San Juan,253068,23,253045,0.01,99.99
07/21/2023 09:24 AM,07/21/2023 05:20 AM,totals,,1468223,706,1467517,0.05,99.95
07/21/2023 09:24 AM,07/21/2023 05:20 AM,region,Arecibo,177369,473,176896,0.27,99.73
07/21/2023 09:24 AM,07/21/2023 05:20 AM,region,Bayamon,216496,21,216475,0.01,99.99
07/21/2023 09:24 AM,07/21/2023 05:20 AM,region,Carolina,141663,12,141651,0.01,99.99
07/21/2023 09:24 AM,07/21/2023 05:20 AM,region,Caguas,250514,144,250370,0.06,99.94
07/21/2023 09:24 AM,07/21/2023 05:20 AM,region,Mayaguez,216605,30,216575,0.01,99.99
07/21/2023 09:24 AM,07/21/2023 05:20 AM,region,Ponce,212508,3,212505,0.0,100.0
07/21/2023 09:24 AM,07/21/2023 05:20 AM,region,San Juan,253068,23,253045,0.01,99.99
07/21/2023 09:29 AM,07/21/2023 05:25 AM,totals,,1468223,707,1467516,0.05,99.95
07/21/2023 09:29 AM,07/21/2023 05:25 AM,region,Arecibo,177369,474,176895,0.27,99.73
07/21/2023 09:29 AM,07/21/2023 05:25 AM,region,Bayamon,216496,21,216475,0.01,99.99
07/21/2023 09:29 AM,07/21/2023 05:25 AM,region,Carolina,141663,12,141651,0.01,99.99
07/21/2023 09:29 AM,07/21/2023 05:25 AM,region,Caguas,250514,144,250370,0.06,99.94
07/21/2023 09:29 AM,07/21/2023 05:25 AM,region,Mayaguez,216605,30,216575,0.01,99.99
07/21/2023 09:29 AM,07/21/2023 05:25 AM,region,Ponce,212508,3,212505,0.0,100.0
07/21/2023 09:29 AM,07/21/2023 05:25 AM,region,San Juan,253068,23,253045,0.01,99.99
07/21/2023 09:35 AM,07/21/2023 05:35 AM,totals,,1468223,735,1467488,0.05,99.95
07/21/2023 09:35 AM,07/21/2023 05:35 AM,region,Arecibo,177369,474,176895,0.27,99.73
07/21/2023 09:35 AM,07/21/2023 05:35 AM,region,Bayamon,216496,21,216475,0.01,99.99
07/21/2023 09:35 AM,07/21/2023 05:35 AM,region,Carolina,141663,12,141651,0.01,99.99
07/21/2023 09:35 AM,07/21/2023 05:35 AM,region,Caguas,250514,172,250342,0.07,99.93
07/21/2023 09:35 AM,07/21/2023 05:35 AM,region,Mayaguez,216605,30,216575,0.01,99.99
07/21/2023 09:35 AM,07/21/2023 05:35 AM,region,Ponce,212508,3,212505,0.0,100.0
07/21/2023 09:35 AM,07/21/2023 05:35 AM,region,San Juan,253068,23,253045,0.01,99.99
07/21/2023 09:41 AM,07/21/2023 05:40 AM,totals,,1468223,737,1467486,0.05,99.95
07/21/2023 09:41 AM,07/21/2023 05:40 AM,region,Arecibo,177369,474,176895,0.27,99.73
07/21/2023 09:41 AM,07/21/2023 05:40 AM,region,Bayamon,216496,21,216475,0.01,99.99
07/21/2023 09:41 AM,07/21/2023 05:40 AM,region,Carolina,141663,12,141651,0.01,99.99
07/21/2023 09:41 AM,07/21/2023 05:40 AM,region,Caguas,250514,174,250340,0.07,99.93
07/21/2023 09:41 AM,07/21/2023 05:40 AM,region,Mayaguez,216605,30,216575,0.01,99.99
07/21/2023 09:41 AM,07/21/2023 05:40 AM,region,Ponce,212508,3,212505,0.0,100.0
07/21/2023 09:41 AM,07/21/2023 05:40 AM,region,San Juan,253068,23,253045,0.01,99.99
07/21/2023 09:47 AM,07/21/2023 05:45 AM,totals,,1468223,737,1467486,0.05,99.95
07/21/2023 09:47 AM,07/21/2023 05:45 AM,region,Arecibo,177369,474,176895,0.27,99.73
07/21/2023 09:47 AM,07/21/2023 05:45 AM,region,Bayamon,216496,21,216475,0.01,99.99
07/21/2023 09:47 AM,07/21/2023 05:45 AM,region,Carolina,141663,12,141651,0.01,99.99
07/21/2023 09:47 AM,07/21/2023 05:45 AM,region,Caguas,250514,174,250340,0.07,99.93
07/21/2023 09:47 AM,07/21/2023 05:45 AM,region,Mayaguez,216605,30,216575,0.01,99.99
07/21/2023 09:47 AM,07/21/2023 05:45 AM,region,Ponce,212508,3,212505,0.0,100.0
07/21/2023 09:47 AM,07/21/2023 05:45 AM,region,San Juan,253068,23,253045,0.01,99.99
07/21/2023 09:53 AM,07/21/2023 05:50 AM,totals,,1468223,738,1467485,0.05,99.95
07/21/2023 09:53 AM,07/21/2023 05:50 AM,region,Arecibo,177369,474,176895,0.27,99.73
07/21/2023 09:53 AM,07/21/2023 05:50 AM,region,Bayamon,216496,21,216475,0.01,99.99
07/21/2023 09:53 AM,07/21/2023 05:50 AM,region,Carolina,141663,12,141651,0.01,99.99
07/21/2023 09:53 AM,07/21/2023 05:50 AM,region,Caguas,250514,175,250339,0.07,99.93
07/21/2023 09:53 AM,07/21/2023 05:50 AM,region,Mayaguez,216605,30,216575,0.01,99.99
07/21/2023 09:53 AM,07/21/2023 05:50 AM,region,Ponce,212508,3,212505,0.0,100.0
07/21/2023 09:53 AM,07/21/2023 05:50 AM,region,San Juan,253068,23,253045,0.01,99.99
07/21/2023 09:58 AM,07/21/2023 05:55 AM,totals,,1468223,738,1467485,0.05,99.95
07/21/2023 09:58 AM,07/21/2023 05:55 AM,region,Arecibo,177369,474,176895,0.27,99.73
07/21/2023 09:58 AM,07/21/2023 05:55 AM,region,Bayamon,216496,21,216475,0.01,99.99
07/21/2023 09:58 AM,07/21/2023 05:55 AM,region,Carolina,141663,12,141651,0.01,99.99
07/21/2023 09:58 AM,07/21/2023 05:55 AM,region,Caguas,250514,175,250339,0.07,99.93
07/21/2023 09:58 AM,07/21/2023 05:55 AM,region,Mayaguez,216605,30,216575,0.01,99.99
07/21/2023 09:58 AM,07/21/2023 05:55 AM,region,Ponce,212508,3,212505,0.0,100.0
07/21/2023 09:58 AM,07/21/2023 05:55 AM,region,San Juan,253068,23,253045,0.01,99.99
07/21/2023 10:06 AM,07/21/2023 06:05 AM,totals,,1468223,740,1467483,0.05,99.95
07/21/2023 10:06 AM,07/21/2023 06:05 AM,region,Arecibo,177369,475,176894,0.27,99.73
07/21/2023 10:06 AM,07/21/2023 06:05 AM,region,Bayamon,216496,21,216475,0.01,99.99
07/21/2023 10:06 AM,07/21/2023 06:05 AM,region,Carolina,141663,12,141651,0.01,99.99
07/21/2023 10:06 AM,07/21/2023 06:05 AM,region,Caguas,250514,175,250339,0.07,99.93
07/21/2023 10:06 AM,07/21/2023 06:05 AM,region,Mayaguez,216605,30,216575,0.01,99.99
07/21/2023 10:06 AM,07/21/2023 06:05 AM,region,Ponce,212508,4,212504,0.0,100.0
07/21/2023 10:06 AM,07/21/2023 06:05 AM,region,San Juan,253068,23,253045,0.01,99.99
07/21/2023 10:16 AM,07/21/2023 06:15 AM,totals,,1468223,742,1467481,0.05,99.95
07/21/2023 10:16 AM,07/21/2023 06:15 AM,region,Arecibo,177369,475,176894,0.27,99.73
07/21/2023 10:16 AM,07/21/2023 06:15 AM,region,Bayamon,216496,22,216474,0.01,99.99
07/21/2023 10:16 AM,07/21/2023 06:15 AM,region,Carolina,141663,12,141651,0.01,99.99
07/21/2023 10:16 AM,07/21/2023 06:15 AM,region,Caguas,250514,175,250339,0.07,99.93
07/21/2023 10:16 AM,07/21/2023 06:15 AM,region,Mayaguez,216605,30,216575,0.01,99.99
07/21/2023 10:16 AM,07/21/2023 06:15 AM,region,Ponce,212508,5,212503,0.0,100.0
07/21/2023 10:16 AM,07/21/2023 06:15 AM,region,San Juan,253068,23,253045,0.01,99.99
07/21/2023 10:25 AM,07/21/2023 06:25 AM,totals,,1468223,743,1467480,0.05,99.95
07/21/2023 10:25 AM,07/21/2023 06:25 AM,region,Arecibo,177369,475,176894,0.27,99.73
07/21/2023 10:25 AM,07/21/2023 06:25 AM,region,Bayamon,216496,22,216474,0.01,99.99
07/21/2023 10:25 AM,07/21/2023 06:25 AM,region,Carolina,141663,12,141651,0.01,99.99
07/21/2023 10:25 AM,07/21/2023 06:25 AM,region,Caguas,250514,178,250336,0.07,99.93
07/21/2023 10:25 AM,07/21/2023 06:25 AM,region,Mayaguez,216605,29,216576,0.01,99.99
07/21/2023 10:25 AM,07/21/2023 06:25 AM,region,Ponce,212508,4,212504,0.0,100.0
07/21/2023 10:25 AM,07/21/2023 06:25 AM,region,San Juan,253068,23,253045,0.01,99.99
07/21/2023 10:31 AM,07/21/2023 06:30 AM,totals,,1468223,743,1467480,0.05,99.95
07/21/2023 10:31 AM,07/21/2023 06:30 AM,region,Arecibo,177369,475,176894,0.27,99.73
07/21/2023 10:31 AM,07/21/2023 06:30 AM,region,Bayamon,216496,22,216474,0.01,99.99
07/21/2023 10:31 AM,07/21/2023 06:30 AM,region,Carolina,141663,12,141651,0.01,99.99
07/21/2023 10:31 AM,07/21/2023 06:30 AM,region,Caguas,250514,178,250336,0.07,99.93
07/21/2023 10:31 AM,07/21/2023 06:30 AM,region,Mayaguez,216605,29,216576,0.01,99.99
07/21/2023 10:31 AM,07/21/2023 06:30 AM,region,Ponce,212508,4,212504,0.0,100.0
07/21/2023 10:31 AM,07/21/2023 06:30 AM,region,San Juan,253068,23,253045,0.01,99.99
07/21/2023 10:37 AM,07/21/2023 06:35 AM,totals,,1468223,744,1467479,0.05,99.95
07/21/2023 10:37 AM,07/21/2023 06:35 AM,region,Arecibo,177369,475,176894,0.27,99.73
07/21/2023 10:37 AM,07/21/2023 06:35 AM,region,Bayamon,216496,22,216474,0.01,99.99
07/21/2023 10:37 AM,07/21/2023 06:35 AM,region,Carolina,141663,12,141651,0.01,99.99
07/21/2023 10:37 AM,07/21/2023 06:35 AM,region,Caguas,250514,178,250336,0.07,99.93
07/21/2023 10:37 AM,07/21/2023 06:35 AM,region,Mayaguez,216605,29,216576,0.01,99.99
07/21/2023 10:37 AM,07/21/2023 06:35 AM,region,Ponce,212508,5,212503,0.0,100.0
07/21/2023 10:37 AM,07/21/2023 06:35 AM,region,San Juan,253068,23,253045,0.01,99.99
07/21/2023 10:43 AM,07/21/2023 06:40 AM,totals,,1468223,747,1467476,0.05,99.95
07/21/2023 10:43 AM,07/21/2023 06:40 AM,region,Arecibo,177369,474,176895,0.27,99.73
07/21/2023 10:43 AM,07/21/2023 06:40 AM,region,Bayamon,216496,24,216472,0.01,99.99
07/21/2023 10:43 AM,07/21/2023 06:40 AM,region,Carolina,141663,12,141651,0.01,99.99
07/21/2023 10:43 AM,07/21/2023 06:40 AM,region,Caguas,250514,178,250336,0.07,99.93
07/21/2023 10:43 AM,07/21/2023 06:40 AM,region,Mayaguez,216605,29,216576,0.01,99.99
07/21/2023 10:43 AM,07/21/2023 06:40 AM,region,Ponce,212508,7,212501,0.0,100.0
07/21/2023 10:43 AM,07/21/2023 06:40 AM,region,San Juan,253068,23,253045,0.01,99.99
07/21/2023 10:49 AM,07/21/2023 06:45 AM,totals,,1468223,747,1467476,0.05,99.95
07/21/2023 10:49 AM,07/21/2023 06:45 AM,region,Arecibo,177369,473,176896,0.27,99.73
07/21/2023 10:49 AM,07/21/2023 06:45 AM,region,Bayamon,216496,24,216472,0.01,99.99
07/21/2023 10:49 AM,07/21/2023 06:45 AM,region,Carolina,141663,12,141651,0.01,99.99
07/21/2023 10:49 AM,07/21/2023 06:45 AM,region,Caguas,250514,180,250334,0.07,99.93
07/21/2023 10:49 AM,07/21/2023 06:45 AM,region,Mayaguez,216605,29,216576,0.01,99.99
07/21/2023 10:49 AM,07/21/2023 06:45 AM,region,Ponce,212508,5,212503,0.0,100.0
07/21/2023 10:49 AM,07/21/2023 06:45 AM,region,San Juan,253068,24,253044,0.01,99.99
07/21/2023 10:55 AM,07/21/2023 06:55 AM,totals,,1468223,750,1467473,0.05,99.95
07/21/2023 10:55 AM,07/21/2023 06:55 AM,region,Arecibo,177369,473,176896,0.27,99.73
07/21/2023 10:55 AM,07/21/2023 06:55 AM,region,Bayamon,216496,25,216471,0.01,99.99
07/21/2023 10:55 AM,07/21/2023 06:55 AM,region,Carolina,141663,14,141649,0.01,99.99
07/21/2023 10:55 AM,07/21/2023 06:55 AM,region,Caguas,250514,180,250334,0.07,99.93
07/21/2023 10:55 AM,07/21/2023 06:55 AM,region,Mayaguez,216605,30,216575,0.01,99.99
07/21/2023 10:55 AM,07/21/2023 06:55 AM,region,Ponce,212508,4,212504,0.0,100.0
07/21/2023 10:55 AM,07/21/2023 06:55 AM,region,San Juan,253068,24,253044,0.01,99.99
07/21/2023 11:01 AM,07/21/2023 07:00 AM,totals,,1468223,750,1467473,0.05,99.95
07/21/2023 11:01 AM,07/21/2023 07:00 AM,region,Arecibo,177369,473,176896,0.27,99.73
07/21/2023 11:01 AM,07/21/2023 07:00 AM,region,Bayamon,216496,25,216471,0.01,99.99
07/21/2023 11:01 AM,07/21/2023 07:00 AM,region,Carolina,141663,14,141649,0.01,99.99
07/21/2023 11:01 AM,07/21/2023 07:00 AM,region,Caguas,250514,180,250334,0.07,99.93
07/21/2023 11:01 AM,07/21/2023 07:00 AM,region,Mayaguez,216605,30,216575,0.01,99.99
07/21/2023 11:01 AM,07/21/2023 07:00 AM,region,Ponce,212508,4,212504,0.0,100.0
07/21/2023 11:01 AM,07/21/2023 07:00 AM,region,San Juan,253068,24,253044,0.01,99.99
07/21/2023 11:08 AM,07/21/2023 07:05 AM,totals,,1468223,751,1467472,0.05,99.95
07/21/2023 11:08 AM,07/21/2023 07:05 AM,region,Arecibo,177369,473,176896,0.27,99.73
07/21/2023 11:08 AM,07/21/2023 07:05 AM,region,Bayamon,216496,26,216470,0.01,99.99
07/21/2023 11:08 AM,07/21/2023 07:05 AM,region,Carolina,141663,15,141648,0.01,99.99
07/21/2023 11:08 AM,07/21/2023 07:05 AM,region,Caguas,250514,179,250335,0.07,99.93
07/21/2023 11:08 AM,07/21/2023 07:05 AM,region,Mayaguez,216605,30,216575,0.01,99.99
07/21/2023 11:08 AM,07/21/2023 07:05 AM,region,Ponce,212508,4,212504,0.0,100.0
07/21/2023 11:08 AM,07/21/2023 07:05 AM,region,San Juan,253068,24,253044,0.01,99.99
07/21/2023 11:15 AM,07/21/2023 07:15 AM,totals,,1468223,645,1467578,0.04,99.96
07/21/2023 11:15 AM,07/21/2023 07:15 AM,region,Arecibo,177369,475,176894,0.27,99.73
07/21/2023 11:15 AM,07/21/2023 07:15 AM,region,Bayamon,216496,24,216472,0.01,99.99
07/21/2023 11:15 AM,07/21/2023 07:15 AM,region,Carolina,141663,15,141648,0.01,99.99
07/21/2023 11:15 AM,07/21/2023 07:15 AM,region,Caguas,250514,71,250443,0.03,99.97
07/21/2023 11:15 AM,07/21/2023 07:15 AM,region,Mayaguez,216605,31,216574,0.01,99.99
07/21/2023 11:15 AM,07/21/2023 07:15 AM,region,Ponce,212508,5,212503,0.0,100.0
07/21/2023 11:15 AM,07/21/2023 07:15 AM,region,San Juan,253068,24,253044,0.01,99.99
07/21/2023 11:21 AM,07/21/2023 07:20 AM,totals,,1468223,648,1467575,0.04,99.96
07/21/2023 11:21 AM,07/21/2023 07:20 AM,region,Arecibo,177369,475,176894,0.27,99.73
07/21/2023 11:21 AM,07/21/2023 07:20 AM,region,Bayamon,216496,24,216472,0.01,99.99
07/21/2023 11:21 AM,07/21/2023 07:20 AM,region,Carolina,141663,15,141648,0.01,99.99
07/21/2023 11:21 AM,07/21/2023 07:20 AM,region,Caguas,250514,72,250442,0.03,99.97
07/21/2023 11:21 AM,07/21/2023 07:20 AM,region,Mayaguez,216605,31,216574,0.01,99.99
07/21/2023 11:21 AM,07/21/2023 07:20 AM,region,Ponce,212508,7,212501,0.0,100.0
07/21/2023 11:21 AM,07/21/2023 07:20 AM,region,San Juan,253068,24,253044,0.01,99.99
07/21/2023 11:27 AM,07/21/2023 07:25 AM,totals,,1468223,661,1467562,0.05,99.95
07/21/2023 11:27 AM,07/21/2023 07:25 AM,region,Arecibo,177369,475,176894,0.27,99.73
07/21/2023 11:27 AM,07/21/2023 07:25 AM,region,Bayamon,216496,34,216462,0.02,99.98
07/21/2023 11:27 AM,07/21/2023 07:25 AM,region,Carolina,141663,15,141648,0.01,99.99
07/21/2023 11:27 AM,07/21/2023 07:25 AM,region,Caguas,250514,71,250443,0.03,99.97
07/21/2023 11:27 AM,07/21/2023 07:25 AM,region,Mayaguez,216605,31,216574,0.01,99.99
07/21/2023 11:27 AM,07/21/2023 07:25 AM,region,Ponce,212508,10,212498,0.0,100.0
07/21/2023 11:27 AM,07/21/2023 07:25 AM,region,San Juan,253068,25,253043,0.01,99.99
07/21/2023 11:33 AM,07/21/2023 07:30 AM,totals,,1468223,664,1467559,0.05,99.95
07/21/2023 11:33 AM,07/21/2023 07:30 AM,region,Arecibo,177369,475,176894,0.27,99.73
07/21/2023 11:33 AM,07/21/2023 07:30 AM,region,Bayamon,216496,34,216462,0.02,99.98
07/21/2023 11:33 AM,07/21/2023 07:30 AM,region,Carolina,141663,15,141648,0.01,99.99
07/21/2023 11:33 AM,07/21/2023 07:30 AM,region,Caguas,250514,71,250443,0.03,99.97
07/21/2023 11:33 AM,07/21/2023 07:30 AM,region,Mayaguez,216605,31,216574,0.01,99.99
07/21/2023 11:33 AM,07/21/2023 07:30 AM,region,Ponce,212508,13,212495,0.01,99.99
07/21/2023 11:33 AM,07/21/2023 07:30 AM,region,San Juan,253068,25,253043,0.01,99.99
07/21/2023 11:39 AM,07/21/2023 07:35 AM,totals,,1468223,514,1467709,0.04,99.96
07/21/2023 11:39 AM,07/21/2023 07:35 AM,region,Arecibo,177369,293,177076,0.17,99.83
07/21/2023 11:39 AM,07/21/2023 07:35 AM,region,Bayamon,216496,35,216461,0.02,99.98
07/21/2023 11:39 AM,07/21/2023 07:35 AM,region,Carolina,141663,19,141644,0.01,99.99
07/21/2023 11:39 AM,07/21/2023 07:35 AM,region,Caguas,250514,97,250417,0.04,99.96
07/21/2023 11:39 AM,07/21/2023 07:35 AM,region,Mayaguez,216605,31,216574,0.01,99.99
07/21/2023 11:39 AM,07/21/2023 07:35 AM,region,Ponce,212508,14,212494,0.01,99.99
07/21/2023 11:39 AM,07/21/2023 07:35 AM,region,San Juan,253068,25,253043,0.01,99.99
07/21/2023 11:44 AM,07/21/2023 07:40 AM,totals,,1468223,967,1467256,0.07,99.93
07/21/2023 11:44 AM,07/21/2023 07:40 AM,region,Arecibo,177369,293,177076,0.17,99.83
07/21/2023 11:44 AM,07/21/2023 07:40 AM,region,Bayamon,216496,36,216460,0.02,99.98
07/21/2023 11:44 AM,07/21/2023 07:40 AM,region,Carolina,141663,19,141644,0.01,99.99
07/21/2023 11:44 AM,07/21/2023 07:40 AM,region,Caguas,250514,549,249965,0.22,99.78
