timestamp_saved,dataFechaActualizado,place,value
07/25/2023 08:58 PM,7/25/2023 4:50:30 PM,Palo Seco,100
07/25/2023 08:58 PM,7/25/2023 4:50:30 PM,Aguirre,106
07/25/2023 08:58 PM,7/25/2023 4:50:30 PM,Aguirre CC,147
07/25/2023 08:58 PM,7/25/2023 4:50:30 PM,Costa Sur,100
07/25/2023 08:58 PM,7/25/2023 4:50:30 PM,Cambalache,150
07/25/2023 08:58 PM,7/25/2023 4:50:30 PM,Mayaguez,144
07/25/2023 08:58 PM,7/25/2023 4:50:30 PM,Costa Sur LNG,9
07/25/2023 09:07 PM,7/25/2023 5:00:30 PM,San Juan,100
07/25/2023 09:07 PM,7/25/2023 5:00:30 PM,San Juan CC,144
07/25/2023 09:07 PM,7/25/2023 5:00:30 PM,Palo Seco,100
07/25/2023 09:07 PM,7/25/2023 5:00:30 PM,Aguirre,106
07/25/2023 09:07 PM,7/25/2023 5:00:30 PM,Aguirre CC,147
07/25/2023 09:07 PM,7/25/2023 5:00:30 PM,Costa Sur,100
07/25/2023 09:07 PM,7/25/2023 5:00:30 PM,Cambalache,150
07/25/2023 09:07 PM,7/25/2023 5:00:30 PM,Mayaguez,144
07/25/2023 09:07 PM,7/25/2023 5:00:30 PM,Costa Sur LNG,9
07/25/2023 09:23 PM,7/25/2023 5:15:30 PM,San Juan,100
07/25/2023 09:23 PM,7/25/2023 5:15:30 PM,San Juan CC,144
07/25/2023 09:23 PM,7/25/2023 5:15:30 PM,Palo Seco,100
07/25/2023 09:23 PM,7/25/2023 5:15:30 PM,Aguirre,106
07/25/2023 09:23 PM,7/25/2023 5:15:30 PM,Aguirre CC,147
07/25/2023 09:23 PM,7/25/2023 5:15:30 PM,Costa Sur,100
07/25/2023 09:23 PM,7/25/2023 5:15:30 PM,Cambalache,150
07/25/2023 09:23 PM,7/25/2023 5:15:30 PM,Mayaguez,144
07/25/2023 09:23 PM,7/25/2023 5:15:30 PM,Costa Sur LNG,9
